question,optionA,optionB,optionC,optionD,language,category,language2
A web application experiences high compute costs due to serving a high amount of static web content. How should the web server architecture be designed to be the MOST cost-efficient?,(A) Create an Auto Scaling group to scale out based on average CPU usage.,(B) Create an Amazon CloudFront distribution to pull static content from an Amazon S3 bucket.,(C) Leverage Reserved Instances to add additional capacity at a significantly lower price.,(D) Create a multi-region deployment using an Amazon Route 53 geolocation routing policy.,eng,SAA,eng
A Solution Architect is trying to bring a data warehouse workload to an Amazon EC2 instance. The data will reside in Amazon EBS volumes and full table scans will be executed frequently. What type of Amazon AWS EBS volume would be most suitable in this scenario?,(A) Throughput Optimized HDD (st1),(B) Provisioned IOPS SSD (io1),(C) General Purpose SSD (gp2),(D) Cold HDD (sc1),eng,SAA,eng
"An application hosted on AWS uses object storage for storing internal reports that are accessed daily by the CFO Currently, these reports are publicly available. How should a Solutions Architect re-design this architecture lo prevent unauthorized access to these reports?","(A) Encrypt the files on the client side and store the files on Amazon Glacier, then decrypt the reports on the client side.",(B) Move the files to Amazon ElastiCache and provide a username and password for downloading the reports.,(C) Specify the use of AWS KMS server-side encryption at the time of an object creation on Amazon S3.,(D) Store the files on Amazon S3 and use the application to generate S3 pre-signed URLs to users.,eng,SAA,eng
"A Solutions Architect is designing a solution for a media company that will stream large amounts of data from an Amazon EC2 instance. The data streams are typically large and sequential,and must be able to support up to 500 MB/s. Which storage type will meet the performance requirements of this application?",(A) EBS Provisioned IOPS SSD,(B) EBS General Purpose SSD,(C) EBS Cold HDD,(D) EBS Throughput Optimized HDD,eng,SAA,eng
"A company is building a critical ingestion service on AWS that will receive 1,000 incoming events per second. The events must be processed in order, and no events may be lost. Multiple applications will need to process each event. The company will expose the service as RESTful calls through an API Gateway.What should a Solutions Architect use to receive the events based on these requirements?",(A) Amazon Kinesis Data Stream,(B) Amazon DynamoDB,(C) Amazon SQS,(D) Amazon SNS,eng,SAA,eng
"An application stores data in a My SQL database hosted on an EC2 instance. A Solutions Architect must address reports of high latency and dropped requests. The web tier EC2 instances are mostly idle, but the database instance has a large number of read requests that result in a large-disk read queue.Which solution will address the problems?","(A) Provision all the EC2 instances, both web tier and database, in a placement group","(B) Provision a database replica, and place a Network Load Balancer in front of both databases","(C) Import the database into a Multi-AZ RDS instance, and direct the read-only queries to the standbyinstance","(D) Cache database query results in an Amazon ElastiCache cluster, and check the cluster for cached results before calling the database",eng,SAA,eng
A company has an application that stores sensitive data. The company is required by government regulations to store multiple copies of its data. What would be the MOST resilient and cost-effective option to meet this requirement?,(A) Amazon EFS,(B) Amazon RDS,(C) AWS Storage Gateway,(D) Amazon S3,eng,SAA,eng
"You have an application running on an Amazon Elastic Compute Cloud instance, that uploads 5 GB video objects to Amazon Simple Storage Service (S3). Video uploads are taking longer than expected, resulting in poor application performance. Which method will help improve performance of your application?",(A) Enable enhanced networking,(B) Use Amazon S3 multipart upload,"(C) Leveraging Amazon CloudFront, use the HTTP POST method to reduce latency.",(D) Use Amazon Elastic Block Store Provisioned IOPs and use an Amazon EBS-optimized instance,eng,SAA,eng
An application running on EC2 instances processes sensitive information stored on Amazon S3. The information is accessed over the Internet. The security team is concerned that the Internet connectivity to Amazon S3 is a security risk. Which solution will resolve the security concern?,(A) Access the data through an Internet Gateway.,(B) Access the data through a VPN connection.,(C) Access the data through a NAT Gateway.,(D) Access the data through a VPC endpoint for Amazon S3.,eng,SAA,eng
Which technique can be used to integrate AWS IAM (Identity and Access Management) with an on-premise LDAP (Lightweight Directory Access Protocol) directory service?,(A) Use an IAM policy that references the LDAP account identifiers and the AWS credentials.,(B) Use SAML (Security Assertion Markup Language) to enable single sign-on between AWS and LDAP.,(C) Use AWS Security Token Service from an identity broker to issue short-lived AWS credentials.,(D) Use IAM roles to automatically rotate the IAM credentials when LDAP credentials are updated.,eng,SAA,eng
"A Solutions Architect needs to design a solution that will enable a security learn to detect, review and perform root cause analysis of security incidents that occur in a cloud environment. The Architect must provide a centralized view of all API for current and future AWS regions. How should the Architect accomplish this task?",(A) Enable AWS CloudTtail logging in each individual region Repeat this for all future regions.,(B) Enable Amazon CloudWatch logs for all AWS services across all regions and aggregate them in a single Amazon S3 bucket,(C) Enable AWS Trusted Advisor security checks and report all security incidents tor all regions.,(D) Enable AWS CloudTrail by creating a new trail and apply the trail to all regions,eng,SAA,eng
Your company plans to host a large donation website on Amazon Web Services (AWS). You anticipate a large and undetermined amount of traffic that will create many database writes. To be certain that you do not drop any writes to a database hosted on AWS. Which service should you use?,(A) Amazon RDS with provisioned IOPS up to the anticipated peak write throughput.,(B) Amazon Simple Queue Service (SQS) for capturing the writes and draining the queue to write to the database.,(C) Amazon ElastiCache to store the writes until the writes are committed to the database.,(D) Amazon DynamoDB with provisioned write throughput up to the anticipated peak write throughput.,eng,SAA,eng
Your company has separate AWS accounts for development and production. Each developeris assigned an IAM user in the development account. Developers occasionally need to access the production account to roll out changes to that environment. Your company does not allow the creation of IAM users in the production account. What strategy will allow the development team to access the production account?,(A) Create an IAM role in the production account. Allow IAM users in the development account to assume the role.,(B) Create an IAM group in the development account. Grant IAM users in the development account membership in the group.,(C) Create an IAM group in the production account. Grant IAM users in the development accountmembership in the group.,(D) Create an IAM role in the development account. Allow IAM users in the development account toassume the role.,eng,SAA,eng
"What does the following policy for Amazon EC2 do? { “Statement”: [{ “Effect”:”Allow”, “Action”:”ec2: Describe*”, “Resource”:”*” }",(A) Allow users to use all actions on an EC2 instance.,(B) Allow users to use actions that start with 'Describe' across all the EC2 resources.,(C) Allow users to use actions that does not have the keyword 'Describe' across all the EC2 resources.,"(D) Allow a group to be able to Describe with run, stop, start, and terminate instances.",eng,SAA,eng
"You're building an API backend available at services. yourcompany.com. The API is implemented with API Gateway and Lambda. You successfully tested the API using curl. You implemented Javascript to call the API from a webpage on your corporate website, www.yourcompany.com. When you access that page in your browser, you get the following error: 'The same origin policy disallows reading he remote resource' How can you allow your corporate webpages to invoke the API?",(A) Disable CORS in the API gateway,(B) Enable CORS in the Javascript frontend,(C) Disable CORS in the Javascript frontend,(D) Enable CORS in the API gateway,eng,SAA,eng
"A social networking portal experiences latency and throughput issues due to an increased number of users. Application servers use very large datasets from an Amazon RDS database, which creates a performance bottleneck on the database. Which AWS service should be used to improve performance?",(A) Auto Scaling,(B) Amazon SQS,(C) Amazon ElastiCache,(D) ELB Application Load Balancer,eng,SAA,eng
"A Solutions Architect is building a multi-tier website. The web servers will be in a public subnet, and the database servers will be in a private subnet. Only the web servers can be accessed from the Internet. The database servers must have Internet access for software updates. Which solution meets the requirements?",(A) Assign Elastic IP addresses to the database instances.,(B) Allow Internet traffic on the private subnet through the network ACL.,(C) Use a NAT Gateway.,(D) Use an egress-only Internet Gateway.,eng,SAA,eng
"A customer owns a simple API for their website that receives about 1,000 requests each day and has an average response time of 50 ms. It is currently hosted on one c4 large instance. Which changes to the architecture will provide high availability at the LOWEST cost?","(A) Create an Auto Scaling group with a minimum of one instance and a maximum of two instances, then use an Application Load Balancer to balance the traffic.",(B) Recreate the API using Amazon API Gateway and use AWS Lambda as the service backend.,"(C) Create an Auto Scaling group with a maximum of two instances, then use an Application Load Balancer to balance the traffic.",(D) Recreate the API using Amazon API Gateway and integrate the new API with the existing backend service.,eng,SAA,eng
"An on-premises database is experiencing significant performance problems when running SQL queries. With 10 users, the lookups are performing as expected. As the number of users increases, the lookups take three times longer than expected to return values to an application. Which action should a Solutions Architect take to maintain performance as the user count increases?",(A) Use Amazon SQS.,(B) Deploy Multi-AZ RDS MySQL,(C) Configure Amazon RDS with additional read replicas.,(D) Migrate from MySQL to RDS Microsoft SQL Server.,eng,SAA,eng
"A company is deploying a two-tier, highly available web application to AWS. Which service provides durable storage for static content while utilizing lower overall CPU resources for web tier?",(A) Amazon S3,(B) Amazon EBS volume,(C) Amazon RDS instance,(D) Amazon EC2 instance store,eng,SAA,eng
A company has a legacy application using a proprietary file system and plans to migrate the application to AWS. Which storage service should the company use?,(A) Amazon DynamoDB,(B) Amazon S3,(C) Amazon EBS,(D) Amazon EFS,eng,SAA,eng
"An insurance company stores all documents related to annual policies for the duration of the policies. The documents are created once and then stored until they are required, typically at the end of the policy. A document must be capable of being retrieved immediately. The company is now moving their document management to the AWS Cloud. Which service should a Solutions Architect recommend as a cost-effective solution that meets the company's requirements?",(A) Amazon RDS MySQL,(B) Amazon S3 Standard-Infrequent Access,(C) Amazon Glacier,(D) Amazon S3 Standard,eng,SAA,eng
A Solutions Architect is designing an application on AWS that uses persistent block storage. Data must be encrypted at rest.Which solution meets the requirement?,(A) Enable SSL on Amazon EC2 instances.,(B) Encrypt Amazon EBS volumes on Amazon EC2 instances.,(C) Enable server-side encryption on Amazon S3.,(D) Encrypt Amazon EC2 Instance Storage.,eng,SAA,eng
A company uses AWS Elastic Beanstalk to deploy a web application running on c4.large instances. Users are reporting high latency and failed requests. Further investigation reveals that the EC2 instances are running at or near 100% CPU utilization.What should a Solutions Architect do to address the performance issues?,(A) Use time-based scaling to scale the number of instances based on periods of high load.,(B) Modify the scaling triggers in Elastic Beanstalk to use the CPUUtilization metric.,(C) Swap the c4.large instances with the m4.large instance type.,"(D) Create an additional Auto Scaling group, and configure Amazon EBS to use both Auto Scaling groups to increase the scaling capacity.",eng,SAA,eng
"An application running on Amazon EC2 has been experiencing performance issues when accessing an Amazon RDS for Oracle database. The database has been provisioned correctly for average workloads, but there are several usage spikes each day that have saturated the database, causing the application to time out. The application is write-heavy, updating information more often than reading information. A Solutions Architect has been asked to review the application design. What should the Solutions Architect recommend to improve performance?",(A) Put an Amazon ElastiCache cluster in front of the database and use lazy loading to limit database access during peak periods.,(B) Put an Amazon Elasticsearch domain in front of the database and use a Write-Through cache to reduce database access during peak periods.,(C) Configure an Amazon RDS Auto Scaling group to automatically scale the RDS instance during loadspikes.,(D) Change the Amazon RDS instance storage type from General Purpose SSD to provisioned IOPS SS(D),eng,SAA,eng
"A Solutions Architect is designing a solution that will include a database in Amazon RDS. Corporate security policy mandates that the database, its logs, and its backups are all encrypted. Which is the MOST efficient option to fulfill the security policy using Amazon RDS?",(A) Launch an Amazon RDS instance with encryption enabled Enable encryption for logs and backups,"(B) Launch an Amazon RDS instance Enable encryption for the database, logs, and backups","(C) Launch an Amazon RDS instance with encryption enabled Logs and backups are automatically
encrypted",(D) Launch an Amazon RDS instance. Enable encryption for backups Encrypt logs with a databaseengine feature,eng,SAA,eng
Select the correct statement about Amazon ElastiCache.,"(A) It makes it easy to set up, manage, and scale a distributed in-memory cache environment in the cloud.",(B) It allows you to quickly deploy your cache environment only if you install software.,(C) It does not integrate with other Amazon Web Services.,(D) It cannot run in the Amazon Virtual Private Cloud (Amazon VPC) environment.,eng,SAA,eng
A company creates business-critical 30 images every night. The images are batch-processed every Friday and require an uninterrupted 48 hours to complete. What is the MOST cost-effective Amazon EC2 pricing model for this scenario?,(A) On-Demand Instances,(B) Scheduled Reserved Instances,(C) Reserved Instances,(D) Spot Instances,eng,SAA,eng
A customer set up an Amazon VPC with one private subnet and one public subnet with a NAT gateway The VPC will contain a group of Amazon EC2 instances. All instances will configure themselves at startup by downloading a bootstrap script from an Amazon S3 bucket with a policy that only allows access from the customer's Amazon EC2 instances and then deploys an application through GIT A Solutions Architect has been asked to design a solution that provides the highest level of security regarding network connectivity to the Amazon EC2 instances. How should the Architect design the infrastructure?,"(A) Place the Amazon EC2 instances in the public subnet, with no EIPs; route outgoing traffic through the internet gateway.","(B) Place the Amazon EC2 instances in a public subnet, and assign EIPs; route outgoing traffic through the NAT gateway","(C) Place the Amazon EC2 instances in a private subnet, and assign EIPs; route outgoing traffic through the internet gateway.","(D) Place the Amazon EC2 instances in a private subnet, with no EIPs; route outgoing traffic through the NAT gateway",eng,SAA,eng
A company wants to migrate a three-tier web application to AWS. The company wants to control the placement of the instances and have visibility into underlying sockets and cores for licensing purposes. Which compute model should a Solutions Architect choose to accomplish this task?,(A) EC2 Reserved Instances,(B) EC2 Spot Instances,(C) EC2 Dedicated Hosts,(D) EC2 Placement Groups,eng,SAA,eng
"An application stack includes an Elastic Load Balancer in a public subnet a fleet of Amazon EC2 instances in an Auto Scaling group, and an Amazon RDS MySQL cluster Users connect to the application from the Internet. The application servers and database must be secure. How should a Solutions Architect perform this task?",(A) Create a private subnet for the Amazon EC2 instances and a public subnet for the Amazon RDS cluster.,(B) Create a private subnet tor the Amazon EC2 instances and a private subnet for the Amazon RDS cluster.,(C) Create a public subnet for the Amazon EC2 instances and a private subnet for the Amazon RDS cluster.,(D) Create a public subnet for the Amazon EC2 instances and a public subnet for the Amazon RDS cluster.,eng,SAA,eng
"As part of securing an API layer built on Amazon API gateway, a Solutions Architect has to authorize users who are currently authenticated by an existing identity provider. The users must be denied access for a period of one hour after three unsuccessful attempts. How can the Solutions Architect meet these requirements?",(A) Use Amazon Cognito user pools to provide built-in user management,(B) Use AWS IAM authorization and add least-privileged permissions to each respective IAM role,(C) Use Amazon Cognito user pools to integrate with external identity providers.,"(D) Use an API Gateway custom authorizer to invoke an AWS Lambda function to validate each user's
identity",eng,SAA,eng
Which set of Amazon S3 features helps to prevent and recover from accidental data loss?,(A) Object lifecycle and service access logging,(B) Object versioning and Multi-factor authentication,(C) Access controls and server-side encryption,(D) Website hosting and Amazon S3 policies,eng,SAA,eng
A Solutions Architect needs to build a resilient data warehouse using Amazon Redshift. The Architect needs to rebuild the Redshift cluster in another region. Which approach can the Architect take to address this requirement?,(A) Modify the Redshift cluster and configure cross-region snapshots to the other region.,"(B) Modify the Redshift cluster to take snapshots of the Amazon EBS volumes each day, sharing those snapshots with the other region.",(C) Modify the Redshift cluster and configure the backup and specify the Amazon S3 bucket in the other region.,(D) Modify the Redshift cluster to use AWS Snowball in export mode with data delivered to the other region.,eng,SAA,eng
"公司將在Amazon S3存儲桶中託管一個靜態網站,該網站將為全球數百萬用戶提供服務,並且公司希望將數據傳輸成本降至最低。解決方案架構師應採取什麼措施以確保成本最低?",(A) Implement an AWS Auto Scaling group for the website to ensure it grows with use.,(B) Use cross-region replication to copy the website to an additional S3 bucket in a different region,"(C) Create an Amazon CloudFront distribution, with the S3 bucket as the origin server.",(D) Move the website to large compute-optimized Amazon EC2 instances.,eng,SAA,cht
"A mobile application serves scientific articles from individual files in an Amazon S3 bucket. Articles older than 30 days are rarely read. Articles older than 60 days no longer need to be availablethrough the application, but the application owner would like to keep them for historical purposes.Which cost-effective solution BEST meets these requirements?",(A) Create a Lambda function to move files older than 30 days to Amazon EBS and move files olderthan 60 days to Amazon Glacier.,(B) Create a Lambda function to move files older than 30 days to Amazon Glacier and move files olderthan 60 days to Amazon EBS.,(C) Create lifecycle rules to move files older than 30 days to Amazon S3 Standard Infrequent Accessand move files older than 60 days to Amazon Glacier.,(D) Create lifecycle rules to move files older than 30 days to Amazon Glacier and move files older than60 days to Amazon S3 Standard Infrequent Access.,eng,SAA,eng
What does a 'Domain' refer to in Amazon SWF?,(A) Set of predefined fixed IP addresses,(B) A Security group in which internal tasks can communicate with each other,(C) A collection of related Workflows,(D) A collection of related topics,eng,SAA,eng
A company is storing an access key (access key ID and secret access key) in a text file on a custom AMI. The company uses the access key to access DynamoDB tables from instances created from the AMI. The security team has mandated a more secure solution. Which solution will meet the security team’s mandate?,"(A) Put the access key in an S3 bucket, and retrieve the access key on boot from the instance.",(B) Pass the access key to the instances through instance user data,(C) Obtain the access key from a key server launched in a private subnet,"(D) Create an IAM role with permissions to access the table, and launch all instances with the new role.",eng,SAA,eng
A company plans to use AWS for all new batch processing workloads. The company's developers use Docker containers for the new batch processing. The system design must accommodate critical and non-critical batch processing workloads 24/7. How should a Solutions Architect design this architecture in a cost-efficient manner?,(A) Purchase Reserved Instances to run all containers. Use Auto Scaling groups to schedule jobs.,(B) Host a container management service on Spot Instances. Use Reserved Instances to run Docker containers.,"(C) Use Amazon ECS orchestration and Auto Scaling groups: one with Reserve Instances, one with Spot Instances.",(D) Use Amazon ECS to manage container orchestration. Purchase Reserved Instances to run all batch workloads at the same time.,eng,SAA,eng
You have an Amazon EC2 instance with data stored in an Amazon Elastic Block Store (EBS) volume. You want to make the data available in another region. Which of the following methods should be used for making the data in the Amazon EBS volume available to the newly launched Amazon EC2 instance?,"(A) Snapshot the Amazon EBS volume, and copy it to the other region. Create a new Amazon EBS volume from the snapshot, and attach it to the newly launched Amazon EC2 instance.",(B) Use AWS Import/Export to copy the Amazon EBS volume to the other region and attach it to newly launched instance.,"(C) Copy the Amazon EBS volume to the other region, create a new Amazon EBS volume from that, and then attach it to newly launched Amazon EC2 instance.",(D) Detach the Amazon EBS volume and attach it to the newly launched Amazon EC2 instance.,eng,SAA,eng
A legacy application needs to interact with local storage using iSCSI. A team needs to design a reliable storage solution to provision all new storage on AWS. Which storage solution meets the legacy application requirements?,(A) AWS Snowball storage for the legacy application until the application can be re-architected,(B) AWS Storage Gateway in cached mode for the legacy application storage to write data to AmazonS3,(C) AWS Storage Gateway in stored mode for the legacy application storage to write data to Amazon S3.,(D) An Amazon S3 volume mounted on the legacy application server locally using the File Gateway service,eng,SAA,eng
A company is designing a website that will be hosted on Amazon S3. How should users be prevented from linking directly to the assets in the S3 bucket?,(A) Create a static website then update the bucket policy lo require users to access the resources with the static website URL,(B) Create an Amazon CloudFront distribution with an Origin Access Identity (OAl) and update the bucket policy to grant permission to the (OAl) only,(C) Create a static website then configure an Amazon Route 53 record set with an alias pointing to the state website Provide this URL to users,(D) Create an Amazon CloudFront distribution with an AWS WAF web ACL that permits access to the server through the distribution only,eng,SAA,eng
"Your web application front end consists of multiple EC2 instances behind an Elastic LoadBalancer. You configured ELB to perform health checks on these EC2 instances, if an instance fails to pass health checks, which statement will be true?",(A) The instance gets terminated automatically by the ELB,(B) The instance gets quarantined by the ELB for root cause analysis.,(C) The instance is replaced automatically by the ELB,(D) The ELB stops sending traffic to the instance that failed its health check.,eng,SAA,eng
A customer has a public-facing web application hosted on a single amazon Elastic compute Cloud (EC2) instance and serving videos directly from an amazon simple storage service bucket. Which of the following will restrict third parties from directly accessing the video assets in thebucket?,(A) Use a bucket policy to only allow the public IP address of the Amazon EC2 instance hosting the customer website,(B) Use a bucket policy to only allow referrals from the main website URL,(C) Launch the website Amazon EC2 instance using an IAM role that is authorized to access the videos,(D) restrict access to the bucket to the public CIDR range of the company locations,eng,SAA,eng
You have a distributed application that periodically processes large volumes of data across multiple Amazon EC2 Instances. The application is designed to recover gracefully from Amazon EC2 instance failures. You are required to accomplish this task in the most cost-effective way. Which of the following will meet your requirements?,(A) Spot Instances,(B) Reserved instances,(C) Dedicated instances,(D) On-Demand instances,eng,SAA,eng
A legacy build management application stores artifacts in an NFS shared filesystem accessed by 400 servers.The company is migrating its infrastructure to AWS. Which storage service should be used for build management?,(A) Amazon S3,(B) Amazon EFS,(C) Amazon EBS,(D) Amazon EC2 Instance Storage,eng,SAA,eng
"A company is looking for a fully-managed solution to store its players' state information for a rapidly growing game. The application runs on multiple Amazon EC2 nodes, which can scale according to the incoming traffic. The request can be routed to any of the nodes, therefore, the state information must be stored in a centralized database. The players' state information needs to be read with strong consistency and needs conditional updates for any changes. Which service would be MOST cost-effective, and scale seamlessly?",(A) Amazon S3,(B) Amazon DynamoDB,(C) Amazon RDS,(D) Amazon Redshift,eng,SAA,eng
